run_id,timestamp,agent_id,scenario_id,status,latency_ms,input_tokens,output_tokens,tool_calls,estimated_cost_usd,eval_score,human_approval_required
RUN0000028,2026-06-21 18:46:00,TASK_CHANNEL_TIMING_SELECTION,SCN_MEMBER_GROWTH,success,839,774,1218,11,0.732,0.854,N
RUN0000029,2026-06-23 04:11:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,success,6438,3013,1117,6,0.3126,0.79,N
RUN0000030,2026-06-11 01:41:00,ORCH_VIP_CLIENTELING,SCN_NEW_CUSTOMER_ONBOARDING,success,1232,3576,997,18,0.0917,0.834,N
RUN0000031,2026-06-07 14:12:00,TASK_EFFECT_MEASUREMENT,SCN_REPLENISHMENT_NBA,success,12715,4173,1578,18,1.171,0.919,N
RUN0000032,2026-06-04 23:23:00,TASK_AUDIENCE_DISCOVERY,SCN_NEW_CUSTOMER_ONBOARDING,success,4056,2501,1111,7,0.4634,0.924,N
RUN0000033,2026-06-09 05:30:00,TASK_EFFECT_MEASUREMENT,SCN_SERVICE_RECOVERY,needs_approval,13856,1320,287,16,0.4834,0.397,Y
RUN0000034,2026-06-27 11:11:00,ORCH_DORMANT_REACTIVATION,SCN_NEW_CUSTOMER_ONBOARDING,success,1850,1489,1514,6,1.3291,0.899,N
RUN0000035,2026-06-20 15:52:00,ORCH_DORMANT_REACTIVATION,SCN_MEMBER_GROWTH,success,7988,829,1061,12,1.2828,0.792,N
RUN0000036,2026-06-11 23:56:00,TASK_CAMPAIGN_EXECUTION,SCN_SERVICE_RECOVERY,success,4762,3331,1242,10,1.5884,0.815,N
RUN0000037,2026-06-27 22:43:00,TASK_PRODUCT_RECOMMENDATION,SCN_MEMBER_GROWTH,success,5319,815,607,13,0.6853,0.958,N
RUN0000038,2026-06-22 05:28:00,TASK_SA_FOLLOWUP_TASKING,SCN_MEMBER_GROWTH,success,6184,2230,1436,2,1.0083,0.914,N
RUN0000039,2026-06-11 07:04:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_SERVICE_RECOVERY,success,7370,2181,1126,9,1.3942,0.949,N
RUN0000040,2026-06-03 19:56:00,ORCH_REPLENISHMENT_NBA,SCN_SERVICE_RECOVERY,needs_approval,11196,1273,879,11,1.1833,0.371,Y
RUN0000041,2026-06-30 23:14:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_DORMANT_REACTIVATION,needs_approval,7997,1407,1317,1,1.1036,0.56,Y
RUN0000042,2026-06-02 10:40:00,TASK_CONTENT_GENERATION,SCN_NEW_CUSTOMER_ONBOARDING,success,2785,3019,666,7,0.7744,0.779,N
RUN0000043,2026-06-03 10:02:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_DORMANT_REACTIVATION,success,4587,847,249,9,1.3207,0.942,N
RUN0000044,2026-06-27 11:44:00,TASK_CONTENT_GENERATION,SCN_SERVICE_RECOVERY,success,696,699,1500,1,0.8766,0.875,N
RUN0000045,2026-06-22 21:22:00,TASK_EFFECT_MEASUREMENT,SCN_SERVICE_RECOVERY,policy_blocked,4963,4802,336,8,0.6507,0.533,N
RUN0000046,2026-06-20 15:46:00,TASK_CHANNEL_TIMING_SELECTION,SCN_MEMBER_GROWTH,success,11134,4873,540,9,0.6763,0.861,N
RUN0000047,2026-06-01 20:29:00,ORCH_VIP_CLIENTELING,SCN_SERVICE_RECOVERY,success,8215,1974,1403,16,0.8272,0.968,N
RUN0000048,2026-06-16 20:30:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,needs_approval,11420,3611,898,6,0.0375,0.615,Y
RUN0000049,2026-06-23 13:42:00,TASK_CONTENT_GENERATION,SCN_VIP_CLIENTELING,success,12197,2474,1048,13,0.9005,0.748,N
RUN0000050,2026-06-25 23:25:00,TASK_CONTENT_GENERATION,SCN_SERVICE_RECOVERY,failed,11692,3542,322,8,0.1571,0.437,N
RUN0000051,2026-06-04 22:56:00,TASK_PRODUCT_RECOMMENDATION,SCN_REPLENISHMENT_NBA,success,12625,5024,963,11,1.0196,0.888,N
RUN0000052,2026-06-30 17:35:00,TASK_CHANNEL_TIMING_SELECTION,SCN_SERVICE_RECOVERY,success,4441,5160,699,7,1.1761,0.932,N
RUN0000053,2026-06-07 21:35:00,TASK_CONTENT_GENERATION,SCN_DORMANT_REACTIVATION,success,1905,1032,839,8,1.6787,0.917,N
RUN0000054,2026-06-03 22:16:00,TASK_EFFECT_MEASUREMENT,SCN_NEW_CUSTOMER_ONBOARDING,success,5813,2440,1502,7,1.4726,0.756,N
RUN0000055,2026-06-06 04:37:00,ORCH_REPLENISHMENT_NBA,SCN_DORMANT_REACTIVATION,policy_blocked,4335,3778,350,11,0.4396,0.719,N
RUN0000056,2026-06-07 06:44:00,TASK_CONSENT_POLICY_CHECK,SCN_MEMBER_GROWTH,success,6834,788,516,11,1.3993,0.888,N
RUN0000057,2026-06-04 16:22:00,TASK_CAMPAIGN_EXECUTION,SCN_SERVICE_RECOVERY,success,2479,1372,316,6,0.2039,0.723,N
RUN0000058,2026-06-14 06:22:00,ORCH_REPLENISHMENT_NBA,SCN_DORMANT_REACTIVATION,policy_blocked,3372,3938,956,10,1.6371,0.629,N
RUN0000059,2026-06-26 08:40:00,TASK_CAMPAIGN_EXECUTION,SCN_REPLENISHMENT_NBA,success,2363,2592,357,12,0.6,0.723,N
RUN0000060,2026-06-12 04:19:00,ORCH_REPLENISHMENT_NBA,SCN_VIP_CLIENTELING,success,13223,2919,1300,13,0.4935,0.837,N
RUN0000061,2026-06-09 11:15:00,TASK_SA_FOLLOWUP_TASKING,SCN_VIP_CLIENTELING,success,10393,4224,1273,10,0.667,0.798,N
RUN0000062,2026-06-02 01:18:00,ORCH_REPLENISHMENT_NBA,SCN_MEMBER_GROWTH,success,10139,1413,1464,10,1.375,0.95,N
RUN0000063,2026-06-21 14:27:00,ORCH_DORMANT_REACTIVATION,SCN_MEMBER_GROWTH,policy_blocked,878,1617,905,13,0.6882,0.587,N
RUN0000064,2026-06-17 03:16:00,TASK_EFFECT_MEASUREMENT,SCN_MEMBER_GROWTH,success,9501,5193,835,18,1.5906,0.95,N
RUN0000065,2026-06-27 10:19:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_MEMBER_GROWTH,success,9392,842,232,13,0.485,0.732,N
RUN0000066,2026-06-19 12:31:00,ORCH_DORMANT_REACTIVATION,SCN_NEW_CUSTOMER_ONBOARDING,success,10406,4214,653,13,0.4425,0.893,N
RUN0000067,2026-06-04 05:55:00,TASK_SA_FOLLOWUP_TASKING,SCN_NEW_CUSTOMER_ONBOARDING,success,6674,4054,492,3,0.5374,0.764,N
RUN0000068,2026-06-18 09:41:00,TASK_CHURN_RISK_SCORING,SCN_SERVICE_RECOVERY,success,9655,2737,1251,14,0.3057,0.812,N
RUN0000069,2026-06-09 19:30:00,ORCH_VIP_CLIENTELING,SCN_REPLENISHMENT_NBA,success,3822,2150,526,10,0.2361,0.869,N
RUN0000070,2026-06-07 08:48:00,ORCH_REPLENISHMENT_NBA,SCN_DORMANT_REACTIVATION,success,10466,5067,1500,16,0.7932,0.909,N
RUN0000071,2026-06-19 11:08:00,TASK_CAMPAIGN_EXECUTION,SCN_VIP_CLIENTELING,success,7163,1476,996,9,0.7758,0.896,N
RUN0000072,2026-06-12 04:52:00,TASK_AUDIENCE_DISCOVERY,SCN_REPLENISHMENT_NBA,success,5711,4788,1326,6,0.8105,0.765,N
RUN0000073,2026-06-10 12:54:00,TASK_PRODUCT_RECOMMENDATION,SCN_SERVICE_RECOVERY,success,12870,4413,371,5,1.7638,0.94,N
RUN0000074,2026-06-25 19:08:00,ORCH_DORMANT_REACTIVATION,SCN_VIP_CLIENTELING,failed,7729,3191,1279,13,0.0487,0.478,N
RUN0000075,2026-06-18 14:21:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,success,5925,3180,1577,15,0.9298,0.835,N
RUN0000076,2026-06-07 14:22:00,TASK_PRODUCT_RECOMMENDATION,SCN_MEMBER_GROWTH,success,10627,1800,1263,3,1.4268,0.804,N
RUN0000077,2026-06-25 13:01:00,ORCH_REPLENISHMENT_NBA,SCN_NEW_CUSTOMER_ONBOARDING,success,1174,647,1200,1,0.0756,0.964,N
RUN0000078,2026-06-09 07:53:00,TASK_EFFECT_MEASUREMENT,SCN_DORMANT_REACTIVATION,policy_blocked,6394,4721,1467,10,1.5971,0.398,N
RUN0000079,2026-06-22 07:33:00,TASK_CONSENT_POLICY_CHECK,SCN_VIP_CLIENTELING,needs_approval,7252,4160,892,9,0.773,0.537,Y
RUN0000080,2026-06-28 00:05:00,ORCH_VIP_CLIENTELING,SCN_REPLENISHMENT_NBA,failed,957,4582,1478,2,0.9812,0.34,N
RUN0000081,2026-06-02 08:41:00,TASK_AUDIENCE_DISCOVERY,SCN_REPLENISHMENT_NBA,success,8395,5158,1152,7,1.5135,0.788,N
RUN0000082,2026-06-18 12:39:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_SERVICE_RECOVERY,success,4030,2268,1439,14,0.6645,0.887,N
RUN0000083,2026-06-24 00:45:00,TASK_CONTENT_GENERATION,SCN_MEMBER_GROWTH,success,6426,2633,353,11,1.5267,0.827,N
RUN0000084,2026-06-30 23:05:00,TASK_CONSENT_POLICY_CHECK,SCN_DORMANT_REACTIVATION,success,1139,1052,1166,5,0.3954,0.984,N
RUN0000085,2026-06-03 00:39:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_DORMANT_REACTIVATION,policy_blocked,6755,2860,1598,13,0.4705,0.66,N
RUN0000086,2026-06-09 18:28:00,TASK_CONTENT_GENERATION,SCN_VIP_CLIENTELING,success,8229,1585,1265,10,1.3524,0.741,N
RUN0000087,2026-06-09 04:21:00,TASK_CONSENT_POLICY_CHECK,SCN_NEW_CUSTOMER_ONBOARDING,failed,10036,1366,357,7,0.9459,0.333,N
RUN0000088,2026-07-01 20:17:00,TASK_CHANNEL_TIMING_SELECTION,SCN_NEW_CUSTOMER_ONBOARDING,success,4878,2393,656,3,0.1576,0.939,N
RUN0000089,2026-06-26 12:23:00,TASK_CHURN_RISK_SCORING,SCN_VIP_CLIENTELING,needs_approval,5134,1705,1043,4,1.7613,0.594,Y
RUN0000090,2026-06-30 12:09:00,TASK_AUDIENCE_DISCOVERY,SCN_DORMANT_REACTIVATION,success,12378,1747,1405,6,0.9405,0.976,N
RUN0000091,2026-06-28 17:11:00,ORCH_VIP_CLIENTELING,SCN_MEMBER_GROWTH,needs_approval,1997,3180,1214,15,1.0912,0.445,Y
RUN0000092,2026-06-28 05:31:00,TASK_CAMPAIGN_EXECUTION,SCN_DORMANT_REACTIVATION,success,10294,2920,439,10,0.022,0.85,N
RUN0000093,2026-06-07 06:04:00,TASK_CHURN_RISK_SCORING,SCN_REPLENISHMENT_NBA,needs_approval,10016,3238,1301,7,0.1355,0.679,Y
RUN0000094,2026-06-18 00:13:00,TASK_CAMPAIGN_EXECUTION,SCN_VIP_CLIENTELING,success,3553,4457,995,1,1.0132,0.98,N
RUN0000095,2026-06-02 09:08:00,TASK_CONTENT_GENERATION,SCN_VIP_CLIENTELING,success,1153,2266,1467,15,0.9634,0.831,N
RUN0000096,2026-06-20 10:48:00,TASK_AUDIENCE_DISCOVERY,SCN_NEW_CUSTOMER_ONBOARDING,success,8277,4100,317,18,1.0425,0.801,N
RUN0000097,2026-06-27 12:30:00,TASK_CONSENT_POLICY_CHECK,SCN_REPLENISHMENT_NBA,success,3517,2619,1061,12,1.6583,0.934,N
RUN0000098,2026-06-04 06:36:00,TASK_EFFECT_MEASUREMENT,SCN_REPLENISHMENT_NBA,success,5141,2649,1034,5,1.4424,0.728,N
RUN0000099,2026-06-21 20:32:00,ORCH_SERVICE_RECOVERY,SCN_SERVICE_RECOVERY,success,2550,3876,854,14,1.5736,0.894,N
RUN0000100,2026-06-07 10:24:00,TASK_CONSENT_POLICY_CHECK,SCN_REPLENISHMENT_NBA,success,1967,3128,474,2,0.9508,0.885,N
RUN0000101,2026-06-10 20:38:00,TASK_PRODUCT_RECOMMENDATION,SCN_SERVICE_RECOVERY,success,9867,4264,1234,6,1.0999,0.987,N
RUN0000102,2026-06-28 19:32:00,TASK_CONSENT_POLICY_CHECK,SCN_SERVICE_RECOVERY,success,12296,2689,1046,11,1.2503,0.891,N
RUN0000103,2026-06-21 18:46:00,TASK_CHANNEL_TIMING_SELECTION,SCN_MEMBER_GROWTH,success,8421,1826,1386,14,0.8763,0.743,N
RUN0000104,2026-06-05 10:32:00,TASK_CONTENT_GENERATION,SCN_REPLENISHMENT_NBA,success,12668,4403,904,3,1.4373,0.794,N
RUN0000105,2026-06-18 16:31:00,TASK_CONTENT_GENERATION,SCN_SERVICE_RECOVERY,success,13271,1459,1076,17,1.608,0.767,N
RUN0000106,2026-06-29 12:00:00,TASK_CHANNEL_TIMING_SELECTION,SCN_DORMANT_REACTIVATION,success,3333,3843,1498,1,0.8779,0.801,N
RUN0000107,2026-06-11 03:26:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_REPLENISHMENT_NBA,success,4145,1292,1557,12,0.4256,0.846,N
RUN0000108,2026-06-13 08:08:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_MEMBER_GROWTH,success,1255,2993,1351,12,0.6017,0.753,N
RUN0000109,2026-06-22 11:52:00,ORCH_REPLENISHMENT_NBA,SCN_REPLENISHMENT_NBA,success,13148,2915,1552,13,0.8352,0.939,N
RUN0000110,2026-06-08 18:47:00,ORCH_VIP_CLIENTELING,SCN_MEMBER_GROWTH,success,12885,3867,730,5,0.1197,0.757,N
RUN0000111,2026-06-04 17:14:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,success,12040,2415,825,8,0.4777,0.844,N
RUN0000112,2026-06-09 05:33:00,ORCH_DORMANT_REACTIVATION,SCN_NEW_CUSTOMER_ONBOARDING,success,1130,2243,1307,5,1.5068,0.837,N
RUN0000113,2026-06-02 03:19:00,TASK_CAMPAIGN_EXECUTION,SCN_NEW_CUSTOMER_ONBOARDING,success,9422,2720,467,1,0.2955,0.761,N
RUN0000114,2026-06-13 22:38:00,TASK_SA_FOLLOWUP_TASKING,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,2334,4460,655,16,1.6887,0.298,Y
RUN0000115,2026-06-16 00:29:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_REPLENISHMENT_NBA,needs_approval,2503,2273,1130,8,1.3158,0.702,Y
RUN0000116,2026-06-22 13:11:00,TASK_SA_FOLLOWUP_TASKING,SCN_REPLENISHMENT_NBA,success,525,4383,888,5,1.4533,0.83,N
RUN0000117,2026-06-25 06:27:00,ORCH_SERVICE_RECOVERY,SCN_SERVICE_RECOVERY,failed,13764,2728,441,5,1.0925,0.511,N
RUN0000118,2026-06-11 11:17:00,TASK_AUDIENCE_DISCOVERY,SCN_NEW_CUSTOMER_ONBOARDING,success,9037,4352,557,2,0.8961,0.792,N
RUN0000119,2026-06-18 15:06:00,TASK_PRODUCT_RECOMMENDATION,SCN_MEMBER_GROWTH,success,2258,4946,1586,7,0.0715,0.827,N
RUN0000120,2026-06-26 15:24:00,TASK_SA_FOLLOWUP_TASKING,SCN_DORMANT_REACTIVATION,policy_blocked,5075,4882,937,15,0.0279,0.322,N
RUN0000121,2026-06-24 13:33:00,TASK_CONTENT_GENERATION,SCN_MEMBER_GROWTH,success,1137,5197,1043,12,0.908,0.975,N
RUN0000122,2026-06-22 01:26:00,ORCH_REPLENISHMENT_NBA,SCN_NEW_CUSTOMER_ONBOARDING,success,3543,1319,798,17,0.8726,0.859,N
RUN0000123,2026-06-26 19:02:00,TASK_OFFER_OPTIMIZATION,SCN_MEMBER_GROWTH,success,938,2818,1147,3,0.4182,0.935,N
RUN0000124,2026-06-05 12:06:00,ORCH_SERVICE_RECOVERY,SCN_VIP_CLIENTELING,success,5235,2450,1053,7,0.956,0.81,N
RUN0000125,2026-06-05 15:47:00,TASK_CHURN_RISK_SCORING,SCN_DORMANT_REACTIVATION,success,2946,5150,1525,18,1.7015,0.922,N
RUN0000126,2026-06-24 21:41:00,ORCH_VIP_CLIENTELING,SCN_SERVICE_RECOVERY,success,3644,4581,846,12,1.4019,0.968,N
RUN0000127,2026-06-02 08:40:00,TASK_EFFECT_MEASUREMENT,SCN_NEW_CUSTOMER_ONBOARDING,success,8391,2811,689,15,0.4484,0.774,N
RUN0000128,2026-06-02 05:46:00,TASK_CHURN_RISK_SCORING,SCN_REPLENISHMENT_NBA,success,10955,4487,792,14,0.5268,0.971,N
RUN0000129,2026-06-14 02:09:00,ORCH_SERVICE_RECOVERY,SCN_MEMBER_GROWTH,failed,6738,3174,824,8,1.4628,0.424,N
RUN0000130,2026-06-18 01:12:00,ORCH_SERVICE_RECOVERY,SCN_MEMBER_GROWTH,success,11269,2418,872,13,0.6414,0.766,N
RUN0000131,2026-06-12 18:47:00,TASK_OFFER_OPTIMIZATION,SCN_VIP_CLIENTELING,success,5892,958,582,16,1.3316,0.757,N
RUN0000132,2026-06-01 00:12:00,TASK_CONSENT_POLICY_CHECK,SCN_SERVICE_RECOVERY,needs_approval,3716,5120,1372,10,0.4771,0.598,Y
RUN0000133,2026-06-26 09:42:00,TASK_CHANNEL_TIMING_SELECTION,SCN_SERVICE_RECOVERY,policy_blocked,9077,1477,914,6,0.1281,0.428,N
RUN0000134,2026-06-13 09:51:00,TASK_SA_FOLLOWUP_TASKING,SCN_NEW_CUSTOMER_ONBOARDING,success,793,2932,1221,15,0.253,0.742,N
RUN0000135,2026-06-27 05:01:00,TASK_SERVICE_RECOVERY_PLAYBOOK,SCN_DORMANT_REACTIVATION,success,11736,5002,819,14,0.5311,0.758,N
RUN0000136,2026-06-19 08:55:00,ORCH_VIP_CLIENTELING,SCN_REPLENISHMENT_NBA,success,12935,1511,747,6,1.1271,0.974,N
RUN0000137,2026-06-12 01:57:00,TASK_CHURN_RISK_SCORING,SCN_NEW_CUSTOMER_ONBOARDING,success,6289,2667,809,6,1.1075,0.773,N
RUN0000138,2026-06-01 15:51:00,TASK_OFFER_OPTIMIZATION,SCN_NEW_CUSTOMER_ONBOARDING,success,6639,2070,1471,14,0.4303,0.937,N
RUN0000139,2026-06-12 06:59:00,TASK_CHURN_RISK_SCORING,SCN_DORMANT_REACTIVATION,success,6847,3213,959,5,0.7497,0.931,N
RUN0000140,2026-06-12 12:38:00,TASK_CONTENT_GENERATION,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,10770,4063,1226,15,1.6375,0.37,Y
RUN0000141,2026-06-27 11:19:00,TASK_EFFECT_MEASUREMENT,SCN_SERVICE_RECOVERY,success,12494,2495,1305,15,1.5321,0.774,N
RUN0000142,2026-06-17 03:23:00,TASK_EFFECT_MEASUREMENT,SCN_VIP_CLIENTELING,success,8561,1222,738,14,1.5488,0.98,N
RUN0000143,2026-06-09 04:33:00,TASK_SA_FOLLOWUP_TASKING,SCN_MEMBER_GROWTH,success,3622,3458,732,8,0.4087,0.805,N
RUN0000144,2026-06-16 21:30:00,TASK_OFFER_OPTIMIZATION,SCN_REPLENISHMENT_NBA,success,3374,2117,1449,6,1.1252,0.874,N
RUN0000145,2026-06-17 13:14:00,TASK_OFFER_OPTIMIZATION,SCN_SERVICE_RECOVERY,success,7819,1025,456,11,0.2372,0.92,N
RUN0000146,2026-06-06 21:00:00,ORCH_VIP_CLIENTELING,SCN_VIP_CLIENTELING,success,13889,3291,567,13,0.8523,0.798,N
RUN0000147,2026-06-12 08:11:00,TASK_CAMPAIGN_EXECUTION,SCN_DORMANT_REACTIVATION,success,5926,3556,1273,14,1.1603,0.739,N
RUN0000148,2026-06-15 07:55:00,TASK_AUDIENCE_DISCOVERY,SCN_NEW_CUSTOMER_ONBOARDING,needs_approval,3973,2270,1188,16,1.6463,0.519,Y
RUN0000149,2026-06-08 10:07:00,TASK_PRODUCT_RECOMMENDATION,SCN_REPLENISHMENT_NBA,success,6399,1264,1221,17,0.4449,0.908,N
RUN0000150,2026-06-22 22:12:00,TASK_CHURN_RISK_SCORING,SCN_VIP_CLIENTELING,success,6142,806,185,14,0.5844,0.939,N
RUN0000151,2026-06-26 22:59:00,ORCH_REPLENISHMENT_NBA,SCN_SERVICE_RECOVERY,success,1482,2815,1471,2,0.6934,0.821,N
RUN0000152,2026-06-19 12:51:00,ORCH_REPLENISHMENT_NBA,SCN_MEMBER_GROWTH,success,7408,1060,1179,3,1.6156,0.771,N
RUN0000153,2026-06-05 04:46:00,TASK_CONTENT_GENERATION,SCN_VIP_CLIENTELING,success,10658,2716,640,9,0.5777,0.814,N
RUN0000154,2026-06-22 09:22:00,ORCH_REPLENISHMENT_NBA,SCN_SERVICE_RECOVERY,failed,3641,1688,1295,13,0.5395,0.397,N
RUN0000155,2026-06-28 12:49:00,ORCH_REPLENISHMENT_NBA,SCN_NEW_CUSTOMER_ONBOARDING,success,774,4977,759,9,0.4353,0.832,N
RUN0000156,2026-06-19 13:11:00,TASK_SA_FOLLOWUP_TASKING,SCN_NEW_CUSTOMER_ONBOARDING,success,12677,3204,1369,8,0.84,0.752,N
RUN0000157,2026-06-18 23:20:00,TASK_AUDIENCE_DISCOVERY,SCN_REPLENISHMENT_NBA,success,11457,965,1002,6,0.4393,0.802,N
RUN0000158,2026-06-25 18:30:00,TASK_CONSENT_POLICY_CHECK,SCN_SERVICE_RECOVERY,success,750,1190,683,13,0.1501,0.816,N
RUN0000159,2026-06-17 01:23:00,ORCH_DORMANT_REACTIVATION,SCN_MEMBER_GROWTH,success,11880,4081,663,6,0.3145,0.976,N
RUN0000160,2026-06-09 11:32:00,TASK_CHURN_RISK_SCORING,SCN_VIP_CLIENTELING,success,769,3695,1296,17,1.7381,0.863,N
RUN0000161,2026-06-05 00:27:00,ORCH_VIP_CLIENTELING,SCN_REPLENISHMENT_NBA,success,6277,846,920,4,0.7072,0.942,N
RUN0000162,2026-06-23 17:15:00,TASK_CHURN_RISK_SCORING,SCN_MEMBER_GROWTH,success,7380,883,906,18,0.1249,0.959,N
RUN0000163,2026-06-13 01:05:00,TASK_CHANNEL_TIMING_SELECTION,SCN_REPLENISHMENT_NBA,success,9433,2690,1197,9,0.0413,0.943,N
RUN0000164,2026-06-20 23:55:00,TASK_AUDIENCE_DISCOVERY,SCN_MEMBER_GROWTH,success,5774,3613,1459,14,1.4824,0.979,N
RUN0000165,2026-06-07 00:46:00,TASK_CAMPAIGN_EXECUTION,SCN_MEMBER_GROWTH,success,3677,4568,649,11,0.2295,0.958,N
RUN0000166,2026-06-28 08:07:00,ORCH_REPLENISHMENT_NBA,SCN_DORMANT_REACTIVATION,success,1667,2753,508,1,0.3077,0.782,N
RUN0000167,2026-06-24 22:16:00,TASK_CHURN_RISK_SCORING,SCN_NEW_CUSTOMER_ONBOARDING,success,8921,3414,809,18,0.5315,0.838,N
RUN0000168,2026-06-23 19:46:00,ORCH_SERVICE_RECOVERY,SCN_SERVICE_RECOVERY,needs_approval,13421,4729,806,15,0.8709,0.442,Y
RUN0000169,2026-06-17 16:01:00,TASK_PRODUCT_RECOMMENDATION,SCN_MEMBER_GROWTH,success,7029,4093,1578,13,0.4452,0.942,N
