item_id,transaction_id,product_id,quantity,unit_price,discount_rate,net_amount
ITEM0000058,TXN000036,PRD0013,2,986.04,0,1972.08
ITEM0000059,TXN000036,PRD0002,1,682.27,0.08,627.69
ITEM0000060,TXN000037,PRD0035,1,233.42,0.1,210.08
ITEM0000061,TXN000037,PRD0016,1,1011.7,0,1011.7
ITEM0000062,TXN000038,PRD0008,1,597.78,0.15,508.11
ITEM0000063,TXN000038,PRD0039,1,685.21,0.12,602.98
ITEM0000064,TXN000038,PRD0014,1,601.24,0,601.24
ITEM0000065,TXN000039,PRD0060,1,556.75,0,556.75
ITEM0000066,TXN000040,PRD0012,1,696.97,0,696.97
ITEM0000067,TXN000040,PRD0012,1,696.97,0,696.97
ITEM0000068,TXN000040,PRD0014,1,601.24,0,601.24
ITEM0000069,TXN000041,PRD0013,1,986.04,0,986.04
ITEM0000070,TXN000042,PRD0010,1,916.91,0,916.91
ITEM0000071,TXN000043,PRD0010,1,916.91,0.15,779.37
ITEM0000072,TXN000043,PRD0023,2,1103.32,0.05,2096.31
ITEM0000073,TXN000043,PRD0023,1,1103.32,0,1103.32
ITEM0000074,TXN000044,PRD0032,1,360.62,0,360.62
ITEM0000075,TXN000045,PRD0035,1,233.42,0.15,198.41
ITEM0000076,TXN000046,PRD0028,2,250.72,0,501.44
ITEM0000077,TXN000047,PRD0065,1,299.29,0,299.29
ITEM0000078,TXN000048,PRD0036,1,359.94,0,359.94
ITEM0000079,TXN000049,PRD0026,1,947.34,0.1,852.61
ITEM0000080,TXN000050,PRD0010,1,916.91,0.08,843.56
ITEM0000081,TXN000051,PRD0052,2,80.35,0.05,152.67
ITEM0000082,TXN000052,PRD0037,1,531.45,0.1,478.31
ITEM0000083,TXN000053,PRD0045,1,559.98,0,559.98
ITEM0000084,TXN000053,PRD0049,1,88.64,0.12,78.0
ITEM0000085,TXN000054,PRD0037,1,531.45,0,531.45
ITEM0000086,TXN000055,PRD0051,1,93.12,0,93.12
ITEM0000087,TXN000056,PRD0048,2,94.61,0,189.22
ITEM0000088,TXN000057,PRD0033,1,296.94,0,296.94
ITEM0000089,TXN000057,PRD0050,1,80.02,0.05,76.02
ITEM0000090,TXN000058,PRD0046,1,75.23,0,75.23
ITEM0000091,TXN000059,PRD0060,2,556.75,0,1113.5
ITEM0000092,TXN000059,PRD0064,1,332.01,0,332.01
ITEM0000093,TXN000059,PRD0037,1,531.45,0,531.45
ITEM0000094,TXN000060,PRD0019,1,1011.51,0,1011.51
ITEM0000095,TXN000061,PRD0045,1,559.98,0,559.98
ITEM0000096,TXN000061,PRD0050,1,80.02,0.12,70.42
ITEM0000097,TXN000062,PRD0007,1,947.13,0,947.13
ITEM0000098,TXN000062,PRD0054,1,83.36,0,83.36
ITEM0000099,TXN000063,PRD0054,1,83.36,0,83.36
ITEM0000100,TXN000063,PRD0041,1,379.86,0,379.86
ITEM0000101,TXN000064,PRD0040,1,561.8,0,561.8
ITEM0000102,TXN000064,PRD0048,1,94.61,0.05,89.88
ITEM0000103,TXN000064,PRD0048,1,94.61,0,94.61
ITEM0000104,TXN000065,PRD0054,1,83.36,0,83.36
ITEM0000105,TXN000066,PRD0047,1,80.8,0,80.8
ITEM0000106,TXN000066,PRD0025,1,1072.0,0.1,964.8
ITEM0000107,TXN000067,PRD0038,2,457.54,0.12,805.27
ITEM0000108,TXN000068,PRD0042,1,471.23,0,471.23
ITEM0000109,TXN000069,PRD0047,2,80.8,0.15,137.36
ITEM0000110,TXN000070,PRD0051,1,93.12,0.1,83.81
ITEM0000111,TXN000071,PRD0066,1,440.6,0.1,396.54
ITEM0000112,TXN000072,PRD0050,2,80.02,0.12,140.84
ITEM0000113,TXN000073,PRD0069,2,377.5,0.1,679.5
ITEM0000114,TXN000073,PRD0026,1,947.34,0.12,833.66
ITEM0000115,TXN000074,PRD0069,2,377.5,0.12,664.4
ITEM0000116,TXN000075,PRD0055,1,433.02,0.08,398.38
ITEM0000117,TXN000075,PRD0039,1,685.21,0.08,630.39
ITEM0000118,TXN000076,PRD0064,1,332.01,0.15,282.21
ITEM0000119,TXN000076,PRD0051,2,93.12,0,186.24
ITEM0000120,TXN000077,PRD0026,1,947.34,0.05,899.97
ITEM0000121,TXN000077,PRD0028,1,250.72,0.1,225.65
ITEM0000122,TXN000078,PRD0022,1,697.51,0,697.51
ITEM0000123,TXN000078,PRD0033,1,296.94,0,296.94
ITEM0000124,TXN000078,PRD0013,1,986.04,0,986.04
ITEM0000125,TXN000079,PRD0025,2,1072.0,0,2144.0
ITEM0000126,TXN000079,PRD0025,1,1072.0,0.05,1018.4
ITEM0000127,TXN000080,PRD0032,1,360.62,0.15,306.53
ITEM0000128,TXN000080,PRD0026,1,947.34,0.1,852.61
ITEM0000129,TXN000081,PRD0029,1,355.31,0,355.31
ITEM0000130,TXN000081,PRD0025,2,1072.0,0,2144.0
ITEM0000131,TXN000082,PRD0027,1,993.9,0.15,844.82
ITEM0000132,TXN000082,PRD0023,1,1103.32,0,1103.32
ITEM0000133,TXN000083,PRD0044,1,640.34,0.12,563.5
ITEM0000134,TXN000083,PRD0022,1,697.51,0.15,592.88
ITEM0000135,TXN000084,PRD0020,1,1171.54,0,1171.54
ITEM0000136,TXN000085,PRD0031,1,263.54,0.1,237.19
ITEM0000137,TXN000085,PRD0022,1,697.51,0,697.51
ITEM0000138,TXN000085,PRD0009,1,684.34,0,684.34
ITEM0000139,TXN000086,PRD0019,1,1011.51,0,1011.51
ITEM0000140,TXN000087,PRD0026,1,947.34,0,947.34
ITEM0000141,TXN000088,PRD0065,1,299.29,0.08,275.35
ITEM0000142,TXN000089,PRD0031,1,263.54,0.05,250.36
ITEM0000143,TXN000090,PRD0021,1,944.7,0.05,897.47
ITEM0000144,TXN000090,PRD0023,1,1103.32,0.08,1015.05
ITEM0000145,TXN000091,PRD0020,1,1171.54,0,1171.54
ITEM0000146,TXN000092,PRD0026,1,947.34,0,947.34
ITEM0000147,TXN000093,PRD0022,1,697.51,0,697.51
ITEM0000148,TXN000094,PRD0024,1,1107.82,0,1107.82
ITEM0000149,TXN000094,PRD0027,2,993.9,0,1987.8
ITEM0000150,TXN000094,PRD0019,1,1011.51,0,1011.51
ITEM0000151,TXN000095,PRD0036,1,359.94,0.05,341.94
ITEM0000152,TXN000096,PRD0018,1,965.82,0,965.82
ITEM0000153,TXN000096,PRD0026,1,947.34,0.08,871.55
ITEM0000154,TXN000096,PRD0027,1,993.9,0.12,874.63
ITEM0000155,TXN000097,PRD0029,1,355.31,0,355.31
ITEM0000156,TXN000097,PRD0026,1,947.34,0.1,852.61
ITEM0000157,TXN000098,PRD0036,1,359.94,0.15,305.95
ITEM0000158,TXN000099,PRD0039,1,685.21,0,685.21
ITEM0000159,TXN000100,PRD0044,1,640.34,0.12,563.5
ITEM0000160,TXN000100,PRD0049,1,88.64,0,88.64
ITEM0000161,TXN000100,PRD0065,1,299.29,0,299.29
ITEM0000162,TXN000101,PRD0045,1,559.98,0.05,531.98
ITEM0000163,TXN000102,PRD0054,1,83.36,0.05,79.19
ITEM0000164,TXN000103,PRD0001,1,864.11,0,864.11
ITEM0000165,TXN000104,PRD0045,1,559.98,0,559.98
ITEM0000166,TXN000105,PRD0043,1,466.09,0,466.09
ITEM0000167,TXN000106,PRD0040,1,561.8,0.05,533.71
ITEM0000168,TXN000106,PRD0054,1,83.36,0,83.36
ITEM0000169,TXN000107,PRD0051,1,93.12,0,93.12
ITEM0000170,TXN000108,PRD0054,1,83.36,0.05,79.19
ITEM0000171,TXN000108,PRD0022,1,697.51,0,697.51
ITEM0000172,TXN000109,PRD0019,1,1011.51,0.08,930.59
ITEM0000173,TXN000110,PRD0049,1,88.64,0.05,84.21
ITEM0000174,TXN000111,PRD0030,1,216.23,0,216.23
ITEM0000175,TXN000111,PRD0021,1,944.7,0.05,897.47
ITEM0000176,TXN000112,PRD0024,1,1107.82,0.12,974.88
ITEM0000177,TXN000113,PRD0002,1,682.27,0,682.27
ITEM0000178,TXN000114,PRD0006,1,670.27,0,670.27
ITEM0000179,TXN000115,PRD0053,1,62.29,0,62.29
ITEM0000180,TXN000116,PRD0032,1,360.62,0.08,331.77
ITEM0000181,TXN000117,PRD0026,1,947.34,0.12,833.66
ITEM0000182,TXN000118,PRD0036,1,359.94,0,359.94
ITEM0000183,TXN000118,PRD0035,1,233.42,0,233.42
ITEM0000184,TXN000119,PRD0039,1,685.21,0,685.21
ITEM0000185,TXN000120,PRD0023,2,1103.32,0,2206.64
ITEM0000186,TXN000121,PRD0021,1,944.7,0,944.7
ITEM0000187,TXN000121,PRD0023,1,1103.32,0,1103.32
ITEM0000188,TXN000121,PRD0026,1,947.34,0,947.34
ITEM0000189,TXN000122,PRD0036,1,359.94,0.15,305.95
ITEM0000190,TXN000123,PRD0056,1,516.08,0,516.08
ITEM0000191,TXN000124,PRD0020,1,1171.54,0,1171.54
ITEM0000192,TXN000125,PRD0019,2,1011.51,0,2023.02
ITEM0000193,TXN000126,PRD0004,1,895.9,0,895.9
ITEM0000194,TXN000126,PRD0059,1,369.05,0,369.05
ITEM0000195,TXN000127,PRD0064,2,332.01,0.15,564.42
ITEM0000196,TXN000127,PRD0061,2,516.06,0,1032.12
ITEM0000197,TXN000128,PRD0024,1,1107.82,0,1107.82
ITEM0000198,TXN000129,PRD0071,1,523.89,0.05,497.7
ITEM0000199,TXN000129,PRD0070,1,334.06,0.05,317.36
ITEM0000200,TXN000130,PRD0049,1,88.64,0.05,84.21
ITEM0000201,TXN000130,PRD0069,1,377.5,0.15,320.88
ITEM0000202,TXN000130,PRD0056,1,516.08,0,516.08
ITEM0000203,TXN000131,PRD0060,1,556.75,0.1,501.08
ITEM0000204,TXN000132,PRD0016,1,1011.7,0,1011.7
ITEM0000205,TXN000132,PRD0035,2,233.42,0,466.84
ITEM0000206,TXN000132,PRD0063,1,351.51,0,351.51
ITEM0000207,TXN000133,PRD0066,1,440.6,0,440.6
ITEM0000208,TXN000133,PRD0064,2,332.01,0.15,564.42
ITEM0000209,TXN000134,PRD0071,1,523.89,0.1,471.5
ITEM0000210,TXN000134,PRD0018,1,965.82,0.08,888.55
ITEM0000211,TXN000135,PRD0070,1,334.06,0,334.06
ITEM0000212,TXN000136,PRD0059,1,369.05,0,369.05
ITEM0000213,TXN000137,PRD0068,1,481.55,0.15,409.32
ITEM0000214,TXN000137,PRD0057,1,621.24,0,621.24
ITEM0000215,TXN000138,PRD0007,1,947.13,0.08,871.36
ITEM0000216,TXN000139,PRD0067,2,298.53,0,597.06
ITEM0000217,TXN000139,PRD0055,1,433.02,0,433.02
ITEM0000218,TXN000140,PRD0037,1,531.45,0,531.45
ITEM0000219,TXN000141,PRD0043,1,466.09,0,466.09
ITEM0000220,TXN000142,PRD0010,1,916.91,0.15,779.37
ITEM0000221,TXN000142,PRD0068,1,481.55,0,481.55
ITEM0000222,TXN000143,PRD0038,1,457.54,0.08,420.94
ITEM0000223,TXN000144,PRD0033,2,296.94,0.08,546.37
ITEM0000224,TXN000145,PRD0052,1,80.35,0,80.35
ITEM0000225,TXN000146,PRD0064,1,332.01,0.05,315.41
ITEM0000226,TXN000147,PRD0071,1,523.89,0.1,471.5
ITEM0000227,TXN000147,PRD0055,1,433.02,0,433.02
ITEM0000228,TXN000148,PRD0056,1,516.08,0.08,474.79
ITEM0000229,TXN000149,PRD0070,1,334.06,0.12,293.97
ITEM0000230,TXN000150,PRD0004,1,895.9,0,895.9
ITEM0000231,TXN000151,PRD0065,1,299.29,0.05,284.33
ITEM0000232,TXN000152,PRD0064,1,332.01,0,332.01
ITEM0000233,TXN000152,PRD0010,1,916.91,0,916.91
ITEM0000234,TXN000153,PRD0059,2,369.05,0.12,649.53
ITEM0000235,TXN000153,PRD0060,1,556.75,0,556.75
ITEM0000236,TXN000154,PRD0057,1,621.24,0,621.24
ITEM0000237,TXN000155,PRD0006,1,670.27,0.05,636.76
ITEM0000238,TXN000155,PRD0002,1,682.27,0.05,648.16
ITEM0000239,TXN000155,PRD0058,1,419.78,0,419.78
ITEM0000240,TXN000156,PRD0024,1,1107.82,0.05,1052.43
ITEM0000241,TXN000157,PRD0003,1,547.04,0,547.04
ITEM0000242,TXN000158,PRD0005,1,771.34,0.12,678.78
ITEM0000243,TXN000158,PRD0011,1,1081.28,0,1081.28
ITEM0000244,TXN000159,PRD0013,1,986.04,0,986.04
ITEM0000245,TXN000160,PRD0065,2,299.29,0,598.58
ITEM0000246,TXN000161,PRD0021,2,944.7,0,1889.4
ITEM0000247,TXN000161,PRD0036,1,359.94,0,359.94
ITEM0000248,TXN000161,PRD0041,1,379.86,0,379.86
ITEM0000249,TXN000162,PRD0050,1,80.02,0,80.02
ITEM0000250,TXN000162,PRD0028,1,250.72,0,250.72
ITEM0000251,TXN000163,PRD0037,2,531.45,0,1062.9
ITEM0000252,TXN000164,PRD0055,1,433.02,0.1,389.72
ITEM0000253,TXN000165,PRD0007,1,947.13,0,947.13
ITEM0000254,TXN000166,PRD0021,1,944.7,0,944.7
ITEM0000255,TXN000167,PRD0007,1,947.13,0,947.13
ITEM0000256,TXN000168,PRD0012,1,696.97,0.12,613.33
ITEM0000257,TXN000169,PRD0003,1,547.04,0.08,503.28
ITEM0000258,TXN000170,PRD0041,1,379.86,0,379.86
ITEM0000259,TXN000171,PRD0037,1,531.45,0,531.45
ITEM0000260,TXN000171,PRD0054,2,83.36,0.12,146.71
ITEM0000261,TXN000172,PRD0048,1,94.61,0,94.61
ITEM0000262,TXN000173,PRD0046,1,75.23,0,75.23
ITEM0000263,TXN000174,PRD0045,1,559.98,0.1,503.98
ITEM0000264,TXN000175,PRD0018,1,965.82,0,965.82
ITEM0000265,TXN000175,PRD0054,1,83.36,0,83.36
ITEM0000266,TXN000176,PRD0010,1,916.91,0.05,871.06
ITEM0000267,TXN000177,PRD0003,1,547.04,0,547.04
ITEM0000268,TXN000178,PRD0015,1,1088.95,0,1088.95
ITEM0000269,TXN000179,PRD0011,1,1081.28,0,1081.28
ITEM0000270,TXN000179,PRD0002,1,682.27,0,682.27
ITEM0000271,TXN000180,PRD0016,1,1011.7,0,1011.7
ITEM0000272,TXN000180,PRD0063,1,351.51,0.08,323.39
ITEM0000273,TXN000181,PRD0059,1,369.05,0.05,350.6
ITEM0000274,TXN000181,PRD0069,1,377.5,0.15,320.88
ITEM0000275,TXN000181,PRD0060,2,556.75,0,1113.5
ITEM0000276,TXN000182,PRD0059,1,369.05,0.05,350.6
ITEM0000277,TXN000183,PRD0002,1,682.27,0.08,627.69
ITEM0000278,TXN000183,PRD0071,1,523.89,0,523.89
ITEM0000279,TXN000184,PRD0059,1,369.05,0.08,339.53
ITEM0000280,TXN000185,PRD0065,1,299.29,0,299.29
ITEM0000281,TXN000186,PRD0057,1,621.24,0,621.24
ITEM0000282,TXN000187,PRD0037,2,531.45,0,1062.9
ITEM0000283,TXN000188,PRD0013,1,986.04,0,986.04
ITEM0000284,TXN000189,PRD0049,1,88.64,0,88.64
ITEM0000285,TXN000189,PRD0002,1,682.27,0.1,614.04
ITEM0000286,TXN000190,PRD0007,1,947.13,0,947.13
ITEM0000287,TXN000191,PRD0004,1,895.9,0,895.9
ITEM0000288,TXN000192,PRD0066,1,440.6,0,440.6
ITEM0000289,TXN000193,PRD0068,1,481.55,0.1,433.4
ITEM0000290,TXN000193,PRD0011,2,1081.28,0.05,2054.43
ITEM0000291,TXN000193,PRD0072,1,470.7,0.05,447.17
ITEM0000292,TXN000194,PRD0032,1,360.62,0,360.62
ITEM0000293,TXN000195,PRD0032,1,360.62,0,360.62
ITEM0000294,TXN000196,PRD0054,2,83.36,0,166.72
ITEM0000295,TXN000196,PRD0054,2,83.36,0.05,158.38
ITEM0000296,TXN000196,PRD0055,2,433.02,0.15,736.13
ITEM0000297,TXN000197,PRD0069,1,377.5,0,377.5
ITEM0000298,TXN000197,PRD0062,1,484.0,0,484.0
ITEM0000299,TXN000197,PRD0049,1,88.64,0,88.64
ITEM0000300,TXN000198,PRD0072,1,470.7,0,470.7
ITEM0000301,TXN000199,PRD0065,1,299.29,0.05,284.33
ITEM0000302,TXN000200,PRD0025,1,1072.0,0,1072.0
ITEM0000303,TXN000201,PRD0063,2,351.51,0.05,667.87
ITEM0000304,TXN000202,PRD0033,1,296.94,0.12,261.31
ITEM0000305,TXN000203,PRD0022,1,697.51,0.1,627.76
ITEM0000306,TXN000204,PRD0025,1,1072.0,0.15,911.2
ITEM0000307,TXN000205,PRD0031,1,263.54,0.15,224.01
ITEM0000308,TXN000205,PRD0019,1,1011.51,0.12,890.13
ITEM0000309,TXN000206,PRD0031,2,263.54,0.05,500.73
ITEM0000310,TXN000206,PRD0032,1,360.62,0,360.62
ITEM0000311,TXN000207,PRD0020,1,1171.54,0,1171.54
ITEM0000312,TXN000208,PRD0034,1,391.51,0.08,360.19
ITEM0000313,TXN000208,PRD0071,2,523.89,0.1,943.0
ITEM0000314,TXN000208,PRD0028,1,250.72,0,250.72
ITEM0000315,TXN000209,PRD0031,2,263.54,0.15,448.02
ITEM0000316,TXN000210,PRD0027,1,993.9,0,993.9
ITEM0000317,TXN000210,PRD0022,1,697.51,0,697.51
ITEM0000318,TXN000211,PRD0027,1,993.9,0,993.9
ITEM0000319,TXN000211,PRD0034,1,391.51,0,391.51
ITEM0000320,TXN000212,PRD0012,1,696.97,0,696.97
ITEM0000321,TXN000213,PRD0071,2,523.89,0.05,995.39
ITEM0000322,TXN000214,PRD0071,1,523.89,0,523.89
ITEM0000323,TXN000215,PRD0070,1,334.06,0,334.06
ITEM0000324,TXN000215,PRD0065,1,299.29,0,299.29
ITEM0000325,TXN000215,PRD0058,1,419.78,0,419.78
ITEM0000326,TXN000216,PRD0069,1,377.5,0,377.5
ITEM0000327,TXN000216,PRD0063,1,351.51,0,351.51
ITEM0000328,TXN000217,PRD0017,1,911.77,0.12,802.36
ITEM0000329,TXN000217,PRD0018,1,965.82,0.12,849.92
ITEM0000330,TXN000218,PRD0045,1,559.98,0.08,515.18
ITEM0000331,TXN000219,PRD0056,1,516.08,0,516.08
ITEM0000332,TXN000219,PRD0017,1,911.77,0.15,775.0
ITEM0000333,TXN000220,PRD0001,1,864.11,0,864.11
ITEM0000334,TXN000221,PRD0018,1,965.82,0,965.82
ITEM0000335,TXN000221,PRD0002,1,682.27,0.15,579.93
ITEM0000336,TXN000221,PRD0070,1,334.06,0,334.06
ITEM0000337,TXN000222,PRD0012,2,696.97,0,1393.94
ITEM0000338,TXN000223,PRD0008,1,597.78,0,597.78
ITEM0000339,TXN000224,PRD0011,1,1081.28,0.15,919.09
ITEM0000340,TXN000225,PRD0054,1,83.36,0,83.36
ITEM0000341,TXN000225,PRD0004,1,895.9,0.1,806.31
ITEM0000342,TXN000226,PRD0007,1,947.13,0.05,899.77
ITEM0000343,TXN000227,PRD0017,1,911.77,0,911.77
ITEM0000344,TXN000228,PRD0060,1,556.75,0.12,489.94
ITEM0000345,TXN000228,PRD0024,1,1107.82,0,1107.82
ITEM0000346,TXN000229,PRD0040,1,561.8,0,561.8
ITEM0000347,TXN000230,PRD0049,2,88.64,0,177.28
ITEM0000348,TXN000230,PRD0009,1,684.34,0.05,650.12
ITEM0000349,TXN000231,PRD0014,1,601.24,0.15,511.05
ITEM0000350,TXN000232,PRD0010,1,916.91,0.08,843.56
ITEM0000351,TXN000233,PRD0065,1,299.29,0.08,275.35
ITEM0000352,TXN000234,PRD0060,1,556.75,0.1,501.08
ITEM0000353,TXN000234,PRD0061,1,516.06,0,516.06
ITEM0000354,TXN000235,PRD0067,1,298.53,0,298.53
ITEM0000355,TXN000236,PRD0065,1,299.29,0,299.29
ITEM0000356,TXN000236,PRD0066,1,440.6,0.08,405.35
ITEM0000357,TXN000236,PRD0068,1,481.55,0.1,433.4
ITEM0000358,TXN000237,PRD0059,1,369.05,0,369.05
ITEM0000359,TXN000237,PRD0064,1,332.01,0.15,282.21
ITEM0000360,TXN000238,PRD0072,1,470.7,0,470.7
ITEM0000361,TXN000239,PRD0057,1,621.24,0,621.24
ITEM0000362,TXN000239,PRD0063,1,351.51,0.05,333.93
ITEM0000363,TXN000240,PRD0067,1,298.53,0,298.53
ITEM0000364,TXN000241,PRD0069,1,377.5,0,377.5
ITEM0000365,TXN000241,PRD0063,1,351.51,0.15,298.78
ITEM0000366,TXN000242,PRD0066,1,440.6,0,440.6
ITEM0000367,TXN000243,PRD0069,1,377.5,0.1,339.75
ITEM0000368,TXN000243,PRD0064,1,332.01,0.1,298.81
ITEM0000369,TXN000244,PRD0015,1,1088.95,0.1,980.06
ITEM0000370,TXN000245,PRD0040,1,561.8,0.15,477.53
ITEM0000371,TXN000246,PRD0053,1,62.29,0.12,54.82
ITEM0000372,TXN000246,PRD0052,1,80.35,0,80.35
ITEM0000373,TXN000247,PRD0050,1,80.02,0.15,68.02
ITEM0000374,TXN000248,PRD0047,1,80.8,0.1,72.72
ITEM0000375,TXN000248,PRD0050,1,80.02,0,80.02
ITEM0000376,TXN000249,PRD0066,2,440.6,0.12,775.46
ITEM0000377,TXN000249,PRD0050,1,80.02,0,80.02
ITEM0000378,TXN000249,PRD0049,1,88.64,0,88.64
ITEM0000379,TXN000250,PRD0052,1,80.35,0.05,76.33
ITEM0000380,TXN000251,PRD0053,1,62.29,0.1,56.06
ITEM0000381,TXN000251,PRD0045,1,559.98,0,559.98
ITEM0000382,TXN000252,PRD0032,2,360.62,0,721.24
ITEM0000383,TXN000253,PRD0035,1,233.42,0,233.42
ITEM0000384,TXN000254,PRD0022,1,697.51,0,697.51
ITEM0000385,TXN000255,PRD0013,1,986.04,0.15,838.13
ITEM0000386,TXN000256,PRD0033,1,296.94,0.15,252.4
ITEM0000387,TXN000256,PRD0030,1,216.23,0,216.23
ITEM0000388,TXN000257,PRD0034,1,391.51,0.08,360.19
ITEM0000389,TXN000257,PRD0021,2,944.7,0,1889.4
ITEM0000390,TXN000258,PRD0027,2,993.9,0,1987.8
ITEM0000391,TXN000259,PRD0030,1,216.23,0,216.23
ITEM0000392,TXN000260,PRD0062,1,484.0,0.1,435.6
ITEM0000393,TXN000260,PRD0062,1,484.0,0.1,435.6
ITEM0000394,TXN000261,PRD0027,1,993.9,0.12,874.63
ITEM0000395,TXN000262,PRD0010,2,916.91,0,1833.82
ITEM0000396,TXN000263,PRD0072,1,470.7,0,470.7
ITEM0000397,TXN000263,PRD0068,1,481.55,0.05,457.47
ITEM0000398,TXN000264,PRD0060,1,556.75,0,556.75
ITEM0000399,TXN000265,PRD0059,1,369.05,0.1,332.15
ITEM0000400,TXN000265,PRD0058,1,419.78,0,419.78
ITEM0000401,TXN000266,PRD0020,1,1171.54,0,1171.54
ITEM0000402,TXN000267,PRD0071,1,523.89,0,523.89
ITEM0000403,TXN000267,PRD0071,1,523.89,0.08,481.98
ITEM0000404,TXN000267,PRD0028,1,250.72,0.15,213.11
ITEM0000405,TXN000268,PRD0061,1,516.06,0,516.06
ITEM0000406,TXN000269,PRD0056,1,516.08,0,516.08
ITEM0000407,TXN000269,PRD0065,1,299.29,0,299.29
ITEM0000408,TXN000270,PRD0061,1,516.06,0.08,474.78
ITEM0000409,TXN000271,PRD0026,1,947.34,0,947.34
ITEM0000410,TXN000272,PRD0059,1,369.05,0,369.05
ITEM0000411,TXN000272,PRD0056,1,516.08,0.1,464.47
ITEM0000412,TXN000273,PRD0063,1,351.51,0,351.51
ITEM0000413,TXN000274,PRD0040,1,561.8,0,561.8
ITEM0000414,TXN000274,PRD0051,1,93.12,0,93.12
ITEM0000415,TXN000275,PRD0047,1,80.8,0.08,74.34
ITEM0000416,TXN000276,PRD0045,1,559.98,0,559.98
ITEM0000417,TXN000276,PRD0040,2,561.8,0,1123.6
ITEM0000418,TXN000277,PRD0063,1,351.51,0.12,309.33
ITEM0000419,TXN000278,PRD0042,1,471.23,0,471.23
ITEM0000420,TXN000279,PRD0052,1,80.35,0.12,70.71
ITEM0000421,TXN000279,PRD0042,1,471.23,0.15,400.55
